age,child_number,family_size,income,living_minimum,study_certificate,isEgisso,service_108,service_116
16,3,4,13097,15428,0,1,0,0
4,1,3,69709,15428,0,0,0,0
8,1,2,37597,15428,0,1,0,0
3,3,5,94102,15428,0,0,0,0
8,1,4,47810,15428,0,0,1,0
15,1,3,82720,15428,0,1,0,0
6,1,3,87321,15428,0,0,0,0
13,4,5,27673,15428,0,1,0,0
13,1,2,97498,15428,0,1,0,0
6,1,5,59615,15428,0,0,1,0
15,1,2,62720,15428,0,1,0,0
17,3,5,43093,15428,0,1,0,0
5,1,3,30965,15428,0,1,0,0
6,1,4,78059,15428,0,1,0,0
18,2,3,23604,15428,1,0,1,0
7,2,4,92026,15428,0,0,0,0
0,2,4,25384,15428,0,0,1,0
16,1,2,98118,15428,1,1,0,0
18,1,2,85503,15428,1,1,0,0
6,2,3,41541,15428,0,0,1,0
17,2,4,21698,15428,1,1,0,0
5,2,4,31538,15428,0,0,1,0
5,4,5,94388,15428,0,1,0,0
0,1,3,60442,15428,0,1,0,0
9,2,3,71921,15428,0,0,0,0
7,1,3,88173,15428,0,0,0,0
6,1,5,59536,15428,0,0,1,0
8,1,3,75462,15428,0,1,0,0
0,2,3,25673,15428,0,0,1,0
10,1,2,85100,15428,0,1,0,0
2,4,5,33224,15428,0,0,1,1
17,3,4,19116,15428,0,0,0,0
5,1,3,16386,15428,0,1,0,0
10,2,4,21090,15428,0,1,0,0
4,3,5,49061,15428,0,1,0,0
3,2,4,51339,15428,0,0,1,0
7,1,4,25701,15428,0,0,1,0
9,1,2,11915,15428,0,1,0,0
2,3,5,35907,15428,0,0,1,1
12,3,5,56435,15428,0,1,0,0
16,1,3,63953,15428,0,0,0,0
4,1,3,84387,15428,0,0,0,0
7,2,5,32803,15428,0,1,0,0
18,2,5,24426,15428,1,0,1,0
17,1,4,77343,15428,1,0,0,0
0,1,2,94838,15428,0,0,0,0
3,2,3,30261,15428,0,1,0,0
17,1,2,54756,15428,1,0,0,0
13,1,3,37299,15428,0,1,0,0
10,1,3,63416,15428,0,1,0,0
8,2,5,84715,15428,0,0,1,0
12,2,4,88824,15428,0,1,0,0
16,3,5,87673,15428,0,0,0,0
14,1,3,65626,15428,0,0,0,0
1,1,4,76080,15428,0,0,0,0
5,2,4,53436,15428,0,1,0,0
6,1,2,65100,15428,0,0,0,0
1,1,2,13314,15428,0,0,1,0
12,3,5,28822,15428,0,1,0,0
9,1,4,57929,15428,0,0,1,0
15,1,4,42771,15428,0,1,0,0
8,2,4,15816,15428,0,1,0,0
7,2,5,41039,15428,0,0,1,0
14,3,5,21148,15428,0,0,1,0
6,1,4,11255,15428,0,0,1,0
18,2,5,29400,15428,1,1,0,0
3,1,3,84293,15428,0,0,0,0
8,2,4,49606,15428,0,1,0,0
18,1,4,86838,15428,1,1,0,0
1,1,2,85579,15428,0,1,0,0
6,3,5,25021,15428,0,0,1,0
18,4,5,91098,15428,1,0,0,0
5,1,2,24486,15428,0,0,1,0
14,1,2,81420,15428,0,1,0,0
6,1,3,41260,15428,0,0,1,0
5,3,4,51880,15428,0,1,0,0
0,2,4,28031,15428,0,1,0,0
13,1,5,25244,15428,0,1,0,0
0,2,3,11989,15428,0,1,0,0
5,1,3,10902,15428,0,1,0,0
17,3,5,92707,15428,1,1,0,0
16,1,3,20117,15428,0,1,0,0
1,1,3,75670,15428,0,1,0,0
7,3,4,86896,15428,0,1,0,0
1,2,4,94578,15428,0,1,0,0
15,2,4,80246,15428,0,0,0,0
3,3,4,20428,15428,0,0,1,0
1,1,2,47508,15428,0,1,0,0
4,1,2,92466,15428,0,1,0,0
16,1,4,81931,15428,0,1,0,0
1,1,2,85768,15428,0,1,0,0
13,1,2,28873,15428,0,1,0,0
6,3,5,52853,15428,0,1,0,0
14,4,5,17075,15428,0,1,0,0
17,1,4,44402,15428,1,1,0,0
12,2,3,69923,15428,0,1,0,0
11,1,2,67293,15428,0,1,0,0
1,1,2,12220,15428,0,0,1,0
11,4,5,16885,15428,0,0,1,0
5,1,4,68611,15428,0,1,0,0
0,2,5,96445,15428,0,1,0,0
0,2,3,29781,15428,0,0,1,0
14,2,4,83081,15428,0,1,0,0
15,3,5,54670,15428,0,1,0,0
6,1,2,41410,15428,0,1,0,0
13,1,4,56445,15428,0,1,0,0
18,1,2,67821,15428,0,1,0,0
18,4,5,30226,15428,1,0,1,0
12,2,4,56850,15428,0,0,1,0
11,3,5,21698,15428,0,0,1,0
0,3,5,15813,15428,0,0,1,1
11,1,2,11569,15428,0,1,0,0
3,3,4,59849,15428,0,0,1,0
14,3,5,79866,15428,0,1,0,0
15,3,5,72684,15428,0,1,0,0
14,1,2,28004,15428,0,0,1,0
7,1,4,49426,15428,0,0,1,0
18,1,3,24500,15428,1,0,1,0
14,1,5,82597,15428,0,0,1,0
17,1,2,66585,15428,1,1,0,0
10,3,4,39483,15428,0,1,0,0
8,1,2,47426,15428,0,0,0,0
0,3,5,16791,15428,0,1,0,1
8,1,2,39353,15428,0,0,0,0
11,1,2,36571,15428,0,1,0,0
1,2,5,78109,15428,0,0,1,0
10,3,5,65952,15428,0,0,1,0
13,1,4,21000,15428,0,0,1,0
1,1,2,37152,15428,0,1,0,0
14,3,4,77933,15428,0,0,0,0
17,1,2,43963,15428,1,0,0,0
13,4,5,89116,15428,0,0,0,0
11,1,5,72162,15428,0,0,1,0
9,2,4,67881,15428,0,1,0,0
13,1,2,50312,15428,0,0,0,0
14,1,4,79324,15428,0,1,0,0
4,3,5,60420,15428,0,1,0,0
1,1,2,84397,15428,0,1,0,0
5,3,4,69003,15428,0,0,0,0
11,2,3,19445,15428,0,1,0,0
1,1,4,19071,15428,0,0,1,0
3,1,3,11789,15428,0,1,0,0
6,1,2,14368,15428,0,0,1,0
15,2,3,87672,15428,0,1,0,0
0,3,5,34093,15428,0,1,0,1
0,2,4,45276,15428,0,0,1,0
13,2,4,58414,15428,0,1,0,0
10,1,2,23548,15428,0,0,1,0
11,1,2,69459,15428,0,0,0,0
10,3,5,79007,15428,0,0,1,0
5,2,3,79624,15428,0,1,0,0
11,3,4,73803,15428,0,1,0,0
11,3,4,43416,15428,0,1,0,0
9,3,4,12993,15428,0,1,0,0
7,2,4,71269,15428,0,1,0,0
18,2,3,99947,15428,0,1,0,0
6,1,3,69059,15428,0,0,0,0
13,1,3,77404,15428,0,1,0,0
3,2,3,22461,15428,0,0,1,0
0,3,5,92722,15428,0,0,0,1
7,1,4,35961,15428,0,1,0,0
4,1,3,32039,15428,0,0,1,0
7,1,3,99946,15428,0,1,0,0
7,2,5,26932,15428,0,1,0,0
6,3,5,75946,15428,0,1,0,0
18,3,5,26703,15428,0,1,0,0
3,1,2,67505,15428,0,0,0,0
5,1,2,64215,15428,0,1,0,0
11,1,3,50468,15428,0,1,0,0
17,1,3,29362,15428,0,1,0,0
11,4,5,91936,15428,0,1,0,0
17,4,5,29960,15428,1,1,0,0
2,1,3,35543,15428,0,1,0,0
9,1,4,29791,15428,0,0,1,0
6,2,3,38574,15428,0,1,0,0
2,1,2,79643,15428,0,1,0,0
18,4,5,78829,15428,1,0,1,0
12,1,4,38183,15428,0,1,0,0
3,2,5,14062,15428,0,1,0,0
9,3,4,88706,15428,0,0,0,0
5,1,2,23673,15428,0,1,0,0
0,1,3,69243,15428,0,0,0,0
5,1,5,57125,15428,0,1,0,0
7,3,5,79840,15428,0,0,1,0
14,2,3,10600,15428,0,0,1,0
7,1,2,51527,15428,0,1,0,0
5,2,4,61598,15428,0,1,0,0
18,1,2,16504,15428,0,1,0,0
13,1,4,11362,15428,0,1,0,0
1,1,3,55903,15428,0,1,0,0
6,1,3,77912,15428,0,1,0,0
7,1,3,47280,15428,0,1,0,0
9,1,2,43250,15428,0,1,0,0
12,1,5,70280,15428,0,1,0,0
0,3,4,58038,15428,0,0,1,1
8,1,3,35591,15428,0,0,1,0
9,3,5,80245,15428,0,1,0,0
1,4,5,16568,15428,0,1,0,1
10,2,4,35389,15428,0,1,0,0
4,1,3,56607,15428,0,0,0,0
17,3,4,35906,15428,1,1,0,0
6,1,2,38806,15428,0,0,0,0
2,1,2,89694,15428,0,0,0,0
15,1,2,61886,15428,0,1,0,0
14,4,5,18568,15428,0,1,0,0
7,1,4,76980,15428,0,1,0,0
4,1,4,23486,15428,0,1,0,0
2,2,3,45528,15428,0,1,0,0
4,3,5,19115,15428,0,1,0,0
8,4,5,74203,15428,0,1,0,0
15,1,5,95931,15428,0,1,0,0
13,1,2,42681,15428,0,1,0,0
17,1,2,23139,15428,1,1,0,0
6,1,5,30011,15428,0,1,0,0
14,1,2,50411,15428,0,1,0,0
7,2,5,97171,15428,0,0,0,0
2,1,2,58491,15428,0,1,0,0
10,4,5,63392,15428,0,0,1,0
17,3,5,52337,15428,0,1,0,0
14,3,4,28441,15428,0,1,0,0
9,1,2,43759,15428,0,0,0,0
2,1,2,45420,15428,0,1,0,0
14,2,3,49090,15428,0,1,0,0
5,1,4,31192,15428,0,1,0,0
10,4,5,27989,15428,0,1,0,0
10,3,4,60835,15428,0,0,1,0
18,1,2,59466,15428,1,0,0,0
2,2,3,38739,15428,0,1,0,0
12,1,3,63386,15428,0,0,0,0
7,2,3,45552,15428,0,0,1,0
10,2,4,76899,15428,0,1,0,0
10,2,5,24039,15428,0,1,0,0
12,4,5,65919,15428,0,0,1,0
2,2,5,93137,15428,0,0,0,0
5,2,4,81498,15428,0,1,0,0
9,2,4,66096,15428,0,0,1,0
18,1,3,95761,15428,1,1,0,0
11,3,5,48054,15428,0,0,1,0
13,1,2,55068,15428,0,1,0,0
10,1,3,88604,15428,0,0,0,0
9,1,2,80143,15428,0,1,0,0
2,3,5,59412,15428,0,1,0,1
12,1,3,45489,15428,0,0,1,0
17,2,4,39861,15428,1,0,1,0
12,2,4,46147,15428,0,0,1,0
13,3,4,88939,15428,0,0,0,0
13,2,4,39896,15428,0,0,1,0
6,1,3,38034,15428,0,0,1,0
11,2,5,69542,15428,0,0,1,0
3,1,2,10970,15428,0,0,1,0
15,3,4,81990,15428,0,0,0,0
18,2,3,30571,15428,1,1,0,0
9,1,2,83585,15428,0,1,0,0
15,2,5,11518,15428,0,1,0,0
4,1,2,10078,15428,0,1,0,0
15,2,4,78961,15428,0,0,0,0
0,2,4,34660,15428,0,0,1,0
4,3,5,40905,15428,0,1,0,0
12,4,5,91041,15428,0,1,0,0
12,1,4,93150,15428,0,1,0,0
2,3,5,40007,15428,0,0,1,1
16,1,2,33399,15428,0,1,0,0
18,1,3,78770,15428,1,0,0,0
4,1,2,87163,15428,0,1,0,0
4,1,4,46233,15428,0,1,0,0
14,1,3,42496,15428,0,0,1,0
9,3,5,24598,15428,0,1,0,0
11,1,5,69303,15428,0,0,1,0
10,1,2,76103,15428,0,1,0,0
0,2,3,60144,15428,0,0,0,0
2,2,3,34573,15428,0,1,0,0
3,1,5,61833,15428,0,0,1,0
18,2,5,48800,15428,0,0,0,0
2,1,2,60453,15428,0,0,0,0
17,2,3,27013,15428,1,0,1,0
2,1,2,38950,15428,0,1,0,0
6,2,3,24554,15428,0,0,1,0
0,1,2,30094,15428,0,1,0,0
18,1,2,87036,15428,1,0,0,0
17,2,5,30860,15428,0,1,0,0
1,1,2,24902,15428,0,0,1,0
11,2,3,91147,15428,0,1,0,0
16,1,3,79681,15428,0,0,0,0
2,2,5,48907,15428,0,0,1,0
11,3,5,54049,15428,0,0,1,0
11,2,4,95240,15428,0,1,0,0
5,1,4,39285,15428,0,0,1,0
9,2,3,39174,15428,0,1,0,0
5,3,5,23594,15428,0,1,0,0
13,2,5,43396,15428,0,0,1,0
1,1,5,48562,15428,0,1,0,0
10,2,4,89838,15428,0,0,0,0
14,2,4,76208,15428,0,1,0,0
7,4,5,76584,15428,0,1,0,0
12,1,5,90347,15428,0,1,0,0
18,2,5,68939,15428,0,1,0,0
9,4,5,10510,15428,0,0,1,0
8,4,5,96821,15428,0,0,0,0
17,2,4,26695,15428,1,1,0,0
6,2,3,75402,15428,0,0,0,0
2,1,3,22629,15428,0,0,1,0
11,1,2,30458,15428,0,0,1,0
14,2,3,52933,15428,0,1,0,0
12,1,2,19993,15428,0,1,0,0
5,1,2,11680,15428,0,1,0,0
7,1,2,78690,15428,0,0,0,0
13,4,5,78676,15428,0,1,0,0
2,1,5,38356,15428,0,1,0,0
15,3,5,58801,15428,0,0,1,0
17,2,3,85566,15428,1,0,0,0
16,1,2,27134,15428,0,1,0,0
17,1,3,97609,15428,1,0,0,0
9,3,4,75921,15428,0,0,0,0
16,2,3,43591,15428,0,0,0,0
15,1,3,45491,15428,0,1,0,0
1,4,5,96917,15428,0,1,0,1
3,1,2,71338,15428,0,1,0,0
10,3,4,76917,15428,0,1,0,0
6,4,5,79148,15428,0,0,1,0
16,1,2,69898,15428,1,1,0,0
18,1,2,70495,15428,0,1,0,0
5,1,3,63631,15428,0,0,0,0
9,1,2,60424,15428,0,0,0,0
3,1,2,56178,15428,0,0,0,0
0,3,4,36686,15428,0,0,1,1
6,1,4,27448,15428,0,0,1,0
15,2,4,95673,15428,0,0,0,0
16,2,3,31061,15428,1,1,0,0
4,2,4,62074,15428,0,1,0,0
9,1,3,85240,15428,0,1,0,0
6,3,4,39757,15428,0,0,1,0
12,2,4,22146,15428,0,1,0,0
6,1,5,35240,15428,0,0,1,0
14,1,2,56988,15428,0,0,0,0
16,2,4,61852,15428,1,0,1,0
2,2,3,92342,15428,0,1,0,0
4,3,4,66898,15428,0,0,1,0
9,1,2,48581,15428,0,0,0,0
4,1,3,79091,15428,0,1,0,0
6,3,5,94276,15428,0,1,0,0
6,1,5,18626,15428,0,0,1,0
13,1,3,48428,15428,0,0,1,0
14,1,3,60502,15428,0,1,0,0
4,2,5,35661,15428,0,1,0,0
4,1,3,47508,15428,0,1,0,0
3,3,5,77900,15428,0,0,1,0
8,1,3,28469,15428,0,0,1,0
11,1,2,85262,15428,0,0,0,0
15,1,3,18455,15428,0,0,1,0
7,1,5,94821,15428,0,1,0,0
8,1,2,47234,15428,0,1,0,0
11,2,5,62565,15428,0,0,1,0
6,1,2,46326,15428,0,0,0,0
3,1,2,95009,15428,0,0,0,0
2,1,2,89941,15428,0,0,0,0
0,1,2,29317,15428,0,1,0,0
6,1,3,42884,15428,0,1,0,0
8,1,2,82038,15428,0,0,0,0
1,4,5,53885,15428,0,0,1,1
6,1,2,18769,15428,0,1,0,0
9,1,2,30407,15428,0,1,0,0
1,1,2,75195,15428,0,1,0,0
12,2,4,47763,15428,0,1,0,0
2,1,2,55237,15428,0,0,0,0
12,1,2,80798,15428,0,0,0,0
9,3,4,50305,15428,0,1,0,0
11,2,4,89520,15428,0,0,0,0
2,1,2,23498,15428,0,1,0,0
5,3,5,88056,15428,0,1,0,0
2,1,3,24865,15428,0,1,0,0
1,2,4,98871,15428,0,1,0,0
13,1,4,74909,15428,0,0,0,0
14,2,4,58626,15428,0,1,0,0
17,2,4,68877,15428,0,0,0,0
18,2,3,43507,15428,1,0,1,0
9,1,2,34821,15428,0,0,0,0
16,3,5,75775,15428,1,0,1,0
16,1,2,17636,15428,1,0,1,0
18,2,4,91572,15428,0,1,0,0
3,1,2,79659,15428,0,1,0,0
10,1,3,46368,15428,0,0,1,0
16,1,5,84001,15428,0,1,0,0
9,1,4,23209,15428,0,1,0,0
16,2,5,83596,15428,0,0,0,0
11,1,3,32823,15428,0,0,1,0
9,1,3,77423,15428,0,0,0,0
9,2,3,25870,15428,0,1,0,0
5,2,4,27678,15428,0,0,1,0
16,1,4,14728,15428,1,1,0,0
18,2,4,38996,15428,0,1,0,0
1,3,5,30959,15428,0,1,0,1
3,2,5,14080,15428,0,1,0,0
17,1,2,90423,15428,0,1,0,0
3,1,2,32073,15428,0,0,1,0
5,1,2,24636,15428,0,0,1,0
13,2,3,91656,15428,0,0,0,0
6,1,3,93412,15428,0,1,0,0
11,2,5,41914,15428,0,0,1,0
1,1,2,79704,15428,0,0,0,0
17,1,2,62054,15428,0,0,0,0
12,2,5,31913,15428,0,0,1,0
12,3,5,68155,15428,0,1,0,0
4,1,2,59786,15428,0,0,0,0
6,2,5,71899,15428,0,1,0,0
11,1,3,41934,15428,0,1,0,0
13,1,3,33299,15428,0,0,1,0
0,3,5,81012,15428,0,1,0,1
9,2,5,92053,15428,0,1,0,0
8,2,5,47380,15428,0,1,0,0
9,3,5,90412,15428,0,0,0,0
6,3,5,39842,15428,0,1,0,0
15,1,3,95619,15428,0,1,0,0
11,3,5,18647,15428,0,1,0,0
11,2,3,83350,15428,0,1,0,0
18,3,4,46364,15428,1,0,1,0
12,1,2,13513,15428,0,1,0,0
17,2,4,74477,15428,0,0,0,0
2,4,5,28273,15428,0,1,0,1
6,1,4,74914,15428,0,0,0,0
0,1,2,75397,15428,0,0,0,0
2,1,3,77406,15428,0,0,0,0
13,1,2,55828,15428,0,0,0,0
3,1,3,47892,15428,0,1,0,0
18,3,4,78088,15428,1,1,0,0
5,1,2,95415,15428,0,0,0,0
8,4,5,77450,15428,0,1,0,0
10,1,4,62275,15428,0,1,0,0
14,1,3,81589,15428,0,0,0,0
8,1,2,87244,15428,0,0,0,0
10,2,3,36123,15428,0,1,0,0
9,1,3,92300,15428,0,1,0,0
1,2,4,50745,15428,0,1,0,0
13,3,4,86081,15428,0,0,0,0
3,3,5,55056,15428,0,1,0,0
1,2,4,57328,15428,0,0,1,0
4,3,5,37967,15428,0,1,0,0
13,2,3,29924,15428,0,1,0,0
14,2,4,93971,15428,0,0,0,0
18,1,2,82930,15428,1,1,0,0
5,3,4,64825,15428,0,1,0,0
14,1,5,45351,15428,0,1,0,0
13,1,2,64948,15428,0,1,0,0
7,2,5,65298,15428,0,0,1,0
11,2,4,24492,15428,0,0,1,0
3,1,3,86161,15428,0,1,0,0
5,2,3,94400,15428,0,0,0,0
10,1,5,14951,15428,0,1,0,0
6,2,4,20693,15428,0,0,1,0
3,1,3,64873,15428,0,0,0,0
14,2,5,53437,15428,0,1,0,0
0,4,5,59302,15428,0,0,1,1
8,1,4,73969,15428,0,0,0,0
7,1,2,66421,15428,0,0,0,0
11,3,5,88633,15428,0,0,0,0
6,3,5,46307,15428,0,0,1,0
17,1,2,56227,15428,1,0,0,0
0,1,4,53965,15428,0,0,1,0
8,4,5,31079,15428,0,0,1,0
6,3,4,16790,15428,0,1,0,0
13,1,3,53417,15428,0,1,0,0
0,1,4,99617,15428,0,0,0,0
12,3,4,67573,15428,0,0,1,0
14,2,3,80126,15428,0,0,0,0
4,3,5,63944,15428,0,0,1,0
4,2,3,22456,15428,0,1,0,0
13,3,4,44251,15428,0,1,0,0
13,3,5,19265,15428,0,0,1,0
13,1,2,98599,15428,0,0,0,0
4,1,3,63255,15428,0,0,0,0
10,1,5,17048,15428,0,1,0,0
18,1,3,36898,15428,0,0,0,0
4,1,3,78661,15428,0,1,0,0
3,1,2,30594,15428,0,0,1,0
14,1,2,77133,15428,0,0,0,0
6,3,5,76657,15428,0,0,1,0
4,3,4,54411,15428,0,1,0,0
14,1,3,35724,15428,0,0,1,0
13,2,4,77054,15428,0,0,0,0
2,2,3,26723,15428,0,1,0,0
4,1,3,59841,15428,0,1,0,0
11,1,5,94348,15428,0,1,0,0
13,1,4,28971,15428,0,0,1,0
4,1,2,63460,15428,0,1,0,0
3,2,5,64474,15428,0,1,0,0
15,1,5,71209,15428,0,0,1,0
6,2,3,52683,15428,0,0,0,0
2,4,5,74648,15428,0,1,0,1
3,3,4,62845,15428,0,0,1,0
5,1,3,49747,15428,0,1,0,0
2,1,5,27327,15428,0,0,1,0
0,1,4,87001,15428,0,1,0,0
2,1,2,15862,15428,0,0,1,0
7,2,4,43609,15428,0,0,1,0
15,1,3,97081,15428,0,0,0,0
6,2,4,34335,15428,0,1,0,0
17,4,5,68227,15428,1,0,1,0
8,1,3,97427,15428,0,1,0,0
2,1,2,50639,15428,0,1,0,0
17,1,5,36793,15428,0,1,0,0
15,3,4,94982,15428,0,1,0,0
0,1,2,47127,15428,0,0,0,0
15,1,3,91622,15428,0,1,0,0
11,2,5,29685,15428,0,1,0,0
5,1,2,27531,15428,0,0,1,0
8,1,4,28856,15428,0,1,0,0
12,2,5,34015,15428,0,1,0,0
11,1,4,86332,15428,0,0,0,0
12,1,2,42663,15428,0,1,0,0
17,1,2,87018,15428,0,0,0,0
18,3,5,25255,15428,0,1,0,0
18,1,2,86938,15428,1,0,0,0
18,2,4,29483,15428,0,0,0,0
5,1,2,51482,15428,0,0,0,0
15,2,3,80835,15428,0,1,0,0
6,1,2,57648,15428,0,1,0,0
6,2,5,79382,15428,0,1,0,0
18,1,3,71705,15428,1,0,0,0
15,1,2,21132,15428,0,0,1,0
16,2,3,19702,15428,0,1,0,0
18,3,5,18148,15428,1,0,1,0
15,4,5,10175,15428,0,1,0,0
15,2,5,23033,15428,0,1,0,0
18,4,5,58116,15428,0,0,0,0
14,1,2,31122,15428,0,1,0,0
2,1,5,98293,15428,0,1,0,0
14,3,4,34025,15428,0,1,0,0
15,2,5,36849,15428,0,0,1,0
4,4,5,78460,15428,0,0,1,0
18,1,3,10806,15428,1,1,0,0
9,4,5,90079,15428,0,0,0,0
12,1,3,60154,15428,0,1,0,0
14,2,3,91379,15428,0,1,0,0
11,3,5,79110,15428,0,0,1,0
16,1,4,14416,15428,0,0,0,0
14,2,3,81017,15428,0,0,0,0
3,3,5,91812,15428,0,1,0,0
14,1,2,59799,15428,0,0,0,0
16,2,5,21042,15428,0,0,0,0
10,1,2,71533,15428,0,1,0,0
14,1,3,36577,15428,0,0,1,0
6,2,5,38204,15428,0,1,0,0
12,3,5,55486,15428,0,0,1,0
12,1,2,83371,15428,0,0,0,0
1,1,2,27690,15428,0,0,1,0
9,1,2,28269,15428,0,0,1,0
17,1,4,54580,15428,1,1,0,0
4,1,2,68146,15428,0,1,0,0
18,1,2,87970,15428,1,0,0,0
1,1,2,36985,15428,0,1,0,0
3,2,4,70712,15428,0,0,0,0
15,1,2,69126,15428,0,1,0,0
15,2,4,55157,15428,0,0,1,0
16,1,5,13203,15428,0,0,0,0
14,1,4,14470,15428,0,0,1,0
12,1,2,45914,15428,0,0,0,0
0,1,5,20284,15428,0,1,0,0
4,1,5,80043,15428,0,1,0,0
0,4,5,10487,15428,0,1,0,1
11,1,5,57427,15428,0,1,0,0
14,3,4,19137,15428,0,1,0,0
3,1,2,75702,15428,0,1,0,0
18,1,3,33938,15428,0,0,0,0
15,1,2,42289,15428,0,0,0,0
17,3,5,70270,15428,0,0,0,0
16,2,5,17380,15428,0,0,0,0
10,1,2,45352,15428,0,0,0,0
12,1,2,82492,15428,0,0,0,0
8,4,5,81746,15428,0,1,0,0
16,3,5,72672,15428,1,0,1,0
16,2,5,69990,15428,1,0,1,0
4,2,5,95136,15428,0,1,0,0
7,1,2,86372,15428,0,1,0,0
2,4,5,63710,15428,0,0,1,1
5,3,4,18182,15428,0,0,1,0
2,1,2,18952,15428,0,0,1,0
7,1,2,45601,15428,0,0,0,0
11,1,5,46624,15428,0,0,1,0
3,2,5,53084,15428,0,1,0,0
1,1,5,77967,15428,0,1,0,0
9,1,3,74305,15428,0,1,0,0
14,1,4,26954,15428,0,0,1,0
12,2,3,68382,15428,0,0,0,0
14,1,2,91810,15428,0,1,0,0
18,2,3,14939,15428,0,1,0,0
17,2,5,21928,15428,0,0,0,0
12,4,5,53373,15428,0,0,1,0
0,1,3,96985,15428,0,0,0,0
15,1,2,99404,15428,0,0,0,0
7,3,4,52678,15428,0,0,1,0
5,1,3,96903,15428,0,1,0,0
2,1,5,76669,15428,0,1,0,0
15,4,5,98593,15428,0,0,0,0
1,1,2,10353,15428,0,1,0,0
1,3,4,71747,15428,0,1,0,1
14,1,2,42929,15428,0,1,0,0
9,2,5,54671,15428,0,1,0,0
0,4,5,86180,15428,0,0,0,1
14,2,5,11161,15428,0,1,0,0
0,4,5,89905,15428,0,0,0,1
15,2,3,27613,15428,0,0,1,0
17,3,5,44797,15428,1,0,1,0
4,2,3,60623,15428,0,1,0,0
4,1,3,53271,15428,0,1,0,0
9,2,3,41460,15428,0,0,1,0
11,3,5,80753,15428,0,0,1,0
9,1,2,89206,15428,0,1,0,0
1,4,5,83126,15428,0,0,1,1
0,1,2,45552,15428,0,0,0,0
15,3,4,54547,15428,0,0,1,0
17,3,4,17268,15428,0,0,0,0
6,2,5,26970,15428,0,0,1,0
3,4,5,30885,15428,0,0,1,0
9,1,4,59741,15428,0,1,0,0
9,2,3,50102,15428,0,1,0,0
10,1,2,77969,15428,0,0,0,0
2,1,5,57457,15428,0,0,1,0
13,1,2,62023,15428,0,0,0,0
12,1,2,59388,15428,0,0,0,0
18,3,4,87106,15428,1,1,0,0
9,2,4,66026,15428,0,1,0,0
14,3,4,90081,15428,0,1,0,0
7,1,3,27375,15428,0,1,0,0
16,1,4,10951,15428,1,0,1,0
5,2,3,49025,15428,0,0,1,0
6,2,3,98534,15428,0,0,0,0
13,1,3,70287,15428,0,1,0,0
7,2,4,98519,15428,0,1,0,0
11,3,5,38230,15428,0,1,0,0
17,1,2,32427,15428,1,1,0,0
13,2,4,87477,15428,0,1,0,0
0,1,2,38631,15428,0,1,0,0
3,2,3,27303,15428,0,1,0,0
16,1,2,78134,15428,1,1,0,0
17,3,4,82834,15428,0,1,0,0
18,1,2,83829,15428,0,0,0,0
3,1,2,28670,15428,0,1,0,0
5,1,2,40027,15428,0,0,0,0
7,4,5,37716,15428,0,1,0,0
14,1,2,30291,15428,0,1,0,0
0,1,2,95634,15428,0,1,0,0
4,2,4,68256,15428,0,0,0,0
15,4,5,57960,15428,0,1,0,0
5,1,4,78566,15428,0,1,0,0
9,4,5,23683,15428,0,1,0,0
9,3,4,47448,15428,0,0,1,0
4,2,3,28024,15428,0,1,0,0
7,1,4,76741,15428,0,0,0,0
0,2,3,48583,15428,0,0,1,0
4,1,3,23926,15428,0,1,0,0
0,3,4,18732,15428,0,0,1,1
6,1,2,41866,15428,0,1,0,0
14,1,2,79553,15428,0,1,0,0
13,3,5,31489,15428,0,0,1,0
8,2,3,79182,15428,0,0,0,0
7,1,2,19867,15428,0,0,1,0
7,1,3,82877,15428,0,0,0,0
2,4,5,46573,15428,0,1,0,1
3,3,4,62433,15428,0,1,0,0
16,2,4,40351,15428,1,0,1,0
5,2,3,78070,15428,0,0,0,0
1,1,3,46125,15428,0,0,1,0
8,3,4,56252,15428,0,0,1,0
13,3,4,63162,15428,0,0,1,0
0,1,2,21156,15428,0,1,0,0
16,1,2,73061,15428,1,1,0,0
10,1,2,19327,15428,0,1,0,0
5,2,3,58280,15428,0,1,0,0
0,3,4,75117,15428,0,1,0,1
18,1,5,95445,15428,1,1,0,0
15,1,2,63624,15428,0,1,0,0
17,1,2,85052,15428,1,0,0,0
10,2,3,65864,15428,0,0,0,0
8,1,2,18476,15428,0,0,1,0
5,1,4,67314,15428,0,0,1,0
1,1,5,23938,15428,0,1,0,0
7,1,3,12824,15428,0,0,1,0
15,1,4,52801,15428,0,0,1,0
7,1,3,53028,15428,0,1,0,0
7,2,5,51748,15428,0,0,1,0
13,3,4,71818,15428,0,1,0,0
0,2,5,80957,15428,0,0,1,0
6,1,4,55970,15428,0,1,0,0
1,2,3,55400,15428,0,0,0,0
14,2,3,44805,15428,0,1,0,0
17,2,5,90224,15428,1,1,0,0
3,2,3,99592,15428,0,0,0,0
17,3,4,53480,15428,1,1,0,0
4,2,3,92612,15428,0,0,0,0
15,1,4,51903,15428,0,0,1,0
12,1,3,19053,15428,0,0,1,0
8,1,3,42033,15428,0,0,1,0
4,2,5,34476,15428,0,0,1,0
7,2,3,83976,15428,0,1,0,0
17,1,3,53144,15428,0,0,0,0
2,1,2,59712,15428,0,1,0,0
5,2,4,83824,15428,0,1,0,0
10,2,5,51188,15428,0,0,1,0
13,2,3,82369,15428,0,1,0,0
