age,child_number,family_size,income_childEveryMonthPosob_Oro,income_edvThirdChild,study_certificate,service_108,service_116
15,1,2,47738.65,35828.55,0,0,0
15,1,2,21263.49,68660.35,0,1,0
11,2,5,79422.57,139095.18,0,1,0
14,1,3,71615.87,63863.50,0,0,0
12,1,4,54216.07,89335.49,0,1,0
1,2,5,62429.08,100784.10,0,1,0
13,1,3,64247.52,87052.09,0,0,0
6,4,6,87222.48,250814.23,0,1,0
15,2,4,108302.70,157991.46,0,0,0
2,1,3,45879.92,143959.35,0,1,0
14,2,5,51802.97,198185.46,0,1,0
3,1,2,28477.94,27988.44,0,1,0
0,2,4,55844.15,167798.13,0,1,0
0,5,7,125631.42,274917.59,0,0,0
15,3,5,53203.65,157142.96,0,1,0
8,2,3,58674.14,99237.72,0,0,0
0,2,3,29391.04,54978.13,0,1,0
8,1,2,51036.80,67086.47,0,0,0
12,1,4,66627.96,149056.04,0,1,0
11,1,5,60243.00,90256.03,0,1,0
15,1,3,47397.76,139350.33,0,1,0
4,2,3,58214.32,55323.82,0,0,0
13,1,2,23491.95,83935.90,0,1,0
16,1,5,86614.32,124459.67,1,0,0
0,1,6,267643.89,207845.65,0,0,0
11,3,4,40152.29,153471.73,0,1,0
0,3,4,66193.31,273744.62,0,1,0
4,2,5,77078.02,116350.45,0,1,0
12,1,3,84370.71,145266.29,0,0,0
4,1,3,65879.75,217325.07,0,0,0
6,1,4,135769.02,98063.87,0,0,0
10,3,5,98247.40,132541.46,0,0,0
3,1,3,35489.75,94099.50,0,1,0
11,1,4,85422.73,184049.45,0,0,0
8,4,7,102071.12,169289.01,0,1,0
12,1,3,47802.71,59249.77,0,1,0
3,2,5,95873.56,153713.83,0,0,0
13,1,4,46674.74,159519.96,0,1,0
8,3,5,65863.46,169008.21,0,1,0
7,3,5,75159.64,228397.88,0,1,0
16,2,5,113503.91,132403.60,1,0,0
12,1,2,21167.28,58116.92,0,1,0
10,1,2,22828.95,39322.50,0,1,0
2,1,3,60387.26,117822.43,0,0,0
12,1,2,35571.06,52924.97,0,0,0
16,4,6,67779.40,170977.34,0,0,0
7,2,3,43121.83,116160.88,0,1,0
6,1,2,74770.23,50093.45,0,0,0
10,3,4,91632.75,100222.41,0,0,0
9,3,5,60435.73,219634.86,0,1,0
9,1,4,94699.46,65988.60,0,0,0
8,2,4,79714.61,138765.66,0,0,0
3,1,3,60246.00,93578.05,0,0,0
2,3,7,77132.25,211347.60,0,1,1
9,1,2,16187.94,60788.05,0,1,0
13,1,2,32370.66,39966.13,0,1,0
4,2,6,82538.81,101701.00,0,1,0
15,1,4,114161.81,219124.50,0,0,0
15,3,9,186310.38,475661.45,0,0,0
2,2,4,68009.67,173359.28,0,0,0
17,2,4,47262.04,165823.18,1,1,0
13,3,4,59787.90,114888.96,0,1,0
4,1,2,38710.55,63261.06,0,0,0
5,2,5,66480.94,152493.96,0,1,0
11,1,3,109301.52,122752.05,0,0,0
13,3,5,71954.85,138305.65,0,1,0
10,2,4,113637.61,51701.61,0,0,0
10,1,6,71131.77,182796.06,0,1,0
12,2,4,45756.26,226372.64,0,1,0
7,2,4,107503.51,248825.23,0,0,0
3,1,3,50226.11,277704.00,0,1,0
14,1,2,34622.26,67319.49,0,0,0
11,1,7,114564.75,275105.64,0,1,0
3,2,5,154763.30,71702.78,0,0,0
15,2,4,42768.86,164133.97,0,1,0
9,2,6,72892.23,139409.08,0,1,0
17,3,4,102129.04,115514.75,1,0,0
2,2,4,43890.12,112863.34,0,1,0
12,3,5,120760.96,194769.31,0,0,0
15,1,3,85152.00,139762.05,0,0,0
12,1,4,41096.66,152881.63,0,1,0
12,3,5,127557.24,92671.11,0,0,0
8,1,2,38057.93,43520.34,0,0,0
10,1,2,21078.23,49054.72,0,1,0
16,1,4,55500.55,107909.77,0,0,0
11,1,2,36942.10,43708.61,0,0,0
4,1,5,73251.25,283488.33,0,1,0
14,2,6,53011.24,163876.89,0,1,0
1,4,6,154525.60,242928.51,0,0,0
13,1,4,46628.90,172912.82,0,1,0
10,2,5,62513.62,402706.13,0,1,0
7,1,5,38608.60,159385.49,0,1,0
13,2,4,203649.60,147332.54,0,0,0
15,3,5,94738.38,213015.07,0,0,0
1,1,3,74650.88,87962.56,0,0,0
4,7,8,165535.87,225924.20,0,0,0
11,2,4,49108.18,128202.68,0,1,0
9,1,4,35912.04,46610.84,0,1,0
14,1,2,47730.50,72660.76,0,0,0
12,1,5,72333.40,179576.02,0,1,0
5,1,3,33566.47,82145.66,0,1,0
13,2,5,125775.57,125653.64,0,0,0
9,1,2,44235.16,59195.36,0,0,0
11,2,4,61625.32,179214.64,0,1,0
9,1,4,53107.13,172217.64,0,1,0
9,2,4,31239.50,175206.36,0,1,0
17,2,5,150997.80,321689.11,0,0,0
2,1,4,53707.93,69795.12,0,1,0
2,2,5,232352.25,123949.89,0,0,0
7,4,5,96466.09,148481.18,0,0,0
0,1,3,73521.90,161987.38,0,0,0
17,2,5,134431.91,195282.23,1,0,0
13,2,5,70380.25,131072.88,0,1,0
7,1,3,39406.11,124240.30,0,1,0
16,3,4,46881.78,191396.95,1,1,0
9,2,6,93900.01,227633.73,0,1,0
13,2,3,62449.19,87142.94,0,0,0
10,1,3,52662.33,38641.60,0,0,0
1,1,4,43706.90,144684.18,0,1,0
6,1,2,36708.86,50850.79,0,0,0
11,1,3,48011.58,181845.09,0,1,0
12,1,5,72456.61,247994.53,0,1,0
17,1,3,66726.89,167225.38,0,0,0
15,3,4,37670.08,114961.52,0,1,0
15,1,2,50175.91,82814.79,0,0,0
3,1,5,38864.78,69252.55,0,1,0
13,2,5,64836.39,244841.54,0,1,0
9,1,5,96045.70,151156.58,0,0,0
14,1,3,54602.39,59767.44,0,0,0
5,1,4,112828.38,118337.35,0,0,0
3,2,4,108139.30,223997.91,0,0,0
3,2,6,73331.31,107338.60,0,1,0
15,1,3,35868.94,66660.83,0,1,0
8,3,7,110301.25,333110.41,0,1,0
3,1,5,83627.71,114681.47,0,1,0
13,1,3,41386.57,103218.43,0,1,0
5,2,7,113355.44,179362.22,0,1,0
10,1,4,71408.53,72180.84,0,0,0
15,1,5,59148.79,137736.74,0,1,0
7,1,4,136801.34,48292.82,0,0,0
16,2,6,305474.40,354129.82,1,0,0
10,1,5,89644.48,56790.13,0,0,0
9,5,7,356386.80,153729.68,0,0,0
1,2,5,85960.49,170492.45,0,0,0
5,1,5,87949.92,184699.77,0,0,0
11,2,4,80651.80,96564.81,0,0,0
10,3,6,68435.58,120990.73,0,1,0
12,2,4,94978.81,73511.83,0,0,0
12,2,4,46829.53,255840.07,0,1,0
11,4,6,48879.28,105090.76,0,1,0
10,1,3,121091.32,95929.20,0,0,0
10,3,4,68952.96,51356.26,0,0,0
5,1,3,30247.03,155026.01,0,1,0
15,2,5,38003.72,186029.08,0,1,0
6,3,4,74974.03,133100.71,0,0,0
7,1,2,53644.87,51443.19,0,0,0
10,2,4,143021.39,212103.24,0,0,0
5,4,6,103880.35,194382.63,0,0,0
12,1,3,75584.61,106622.58,0,0,0
6,1,4,58859.77,195002.76,0,1,0
11,1,5,70253.85,127652.68,0,1,0
15,2,4,44202.01,223902.34,0,1,0
1,1,2,32259.87,72663.69,0,1,0
17,1,7,156766.10,138148.31,1,0,0
17,4,7,96209.63,123070.36,0,0,0
0,1,3,68779.40,56705.05,0,0,0
16,1,2,23676.67,40872.65,0,0,0
2,1,2,59619.75,39777.40,0,0,0
5,2,5,77555.64,113107.76,0,1,0
12,3,5,77672.40,89609.94,0,1,0
3,2,5,62942.26,45959.68,0,1,0
8,3,5,92272.14,75768.00,0,0,0
7,1,5,81898.85,67678.41,0,1,0
7,1,3,76053.36,100724.93,0,0,0
16,1,2,41138.72,60230.21,0,0,0
14,1,5,56876.91,184956.15,0,1,0
14,2,4,105676.42,235289.97,0,0,0
11,3,4,17752.40,102205.97,0,1,0
7,1,3,35077.90,74215.42,0,1,0
11,1,2,28486.59,71970.29,0,1,0
3,1,2,24500.73,48351.20,0,1,0
8,1,5,167033.67,166910.18,0,0,0
15,1,3,54079.47,61670.86,0,0,0
13,3,5,120251.19,245217.36,0,0,0
13,2,4,43635.94,325227.66,0,1,0
1,2,4,84539.49,105338.96,0,0,0
5,3,4,58254.38,87161.22,0,1,0
17,1,3,42537.64,66226.05,1,1,0
12,1,3,45713.50,234686.32,0,1,0
17,1,2,42630.24,38105.68,0,0,0
14,2,5,66297.51,161339.94,0,1,0
0,1,3,40824.95,93615.52,0,1,0
6,4,6,65945.21,173221.51,0,1,0
14,3,4,60745.55,228180.84,0,1,0
14,4,5,119137.32,146102.53,0,0,0
9,1,3,58124.43,127399.36,0,0,0
0,2,4,56053.86,125399.43,0,1,0
3,1,3,48026.00,213479.83,0,1,0
7,2,3,41150.29,79752.66,0,1,0
9,2,4,76205.35,110953.86,0,0,0
17,3,5,106126.92,174086.90,1,0,0
4,1,4,64682.82,86302.38,0,1,0
17,4,6,54655.32,274642.16,0,0,0
16,2,4,102042.13,154407.41,1,0,0
3,1,3,72274.87,135569.61,0,0,0
8,1,2,36897.22,43261.65,0,0,0
1,1,2,42660.97,82884.74,0,0,0
6,1,5,78548.44,147129.74,0,1,0
14,3,5,84781.51,131024.60,0,1,0
2,1,3,53358.61,63775.98,0,0,0
3,1,3,57083.17,63159.35,0,0,0
11,1,6,61154.25,278852.90,0,1,0
4,2,4,39918.76,166719.08,0,1,0
6,1,2,29952.64,29296.05,0,1,0
12,1,3,39046.69,77394.03,0,1,0
12,2,9,112821.92,130828.47,0,1,0
1,1,3,36859.16,94760.30,0,1,0
5,2,4,92843.33,128376.72,0,0,0
3,2,3,87034.81,107111.03,0,0,0
4,2,5,104684.98,102546.06,0,0,0
9,1,2,33127.62,42934.74,0,1,0
7,1,2,36798.87,30741.06,0,0,0
9,1,3,35930.36,90631.33,0,1,0
4,2,3,50609.35,99600.17,0,1,0
1,2,5,30814.91,119866.52,0,1,0
4,1,3,58012.02,85037.69,0,0,0
16,2,4,98129.60,82154.38,0,0,0
0,2,4,85453.28,113164.82,0,0,0
17,1,4,21541.79,266309.19,1,1,0
2,1,5,128887.93,94204.96,0,0,0
10,1,2,66274.96,46367.51,0,0,0
8,1,6,139943.13,303412.93,0,0,0
5,3,5,86265.27,149417.69,0,0,0
1,5,10,249844.01,497249.01,0,0,0
4,4,5,254562.00,173765.44,0,0,0
11,3,5,147092.12,223376.33,0,0,0
17,1,3,16282.53,87374.36,1,1,0
7,2,5,51031.33,95403.18,0,1,0
4,3,7,78824.48,245293.52,0,1,0
11,1,5,61259.31,205855.92,0,1,0
7,1,2,39542.05,78111.31,0,0,0
8,2,4,69789.40,82141.87,0,0,0
0,1,3,41264.99,189009.97,0,1,0
12,1,2,45511.94,84083.81,0,0,0
0,1,4,99025.82,128738.10,0,0,0
2,1,3,67845.01,48783.12,0,0,0
10,1,3,45163.24,143763.34,0,1,0
11,3,6,110341.41,211293.54,0,0,0
8,1,3,35701.84,64871.63,0,1,0
8,2,5,69491.03,171235.52,0,1,0
8,1,3,53241.55,73879.34,0,0,0
12,1,3,41916.04,93736.91,0,1,0
14,1,3,44052.07,124017.88,0,1,0
9,1,3,129682.16,97292.45,0,0,0
16,4,6,89101.12,160451.00,0,0,0
9,1,3,43227.45,58254.50,0,1,0
9,3,5,174915.50,162074.80,0,0,0
7,2,4,85944.83,72105.11,0,0,0
5,3,5,137128.12,210095.57,0,0,0
14,1,4,73002.24,196315.14,0,0,0
14,6,10,240505.90,246842.59,0,0,0
17,1,3,24654.51,97123.14,1,1,0
13,4,6,125788.66,183284.02,0,0,0
2,1,2,26164.04,61427.44,0,1,0
13,1,5,81506.44,158185.55,0,1,0
10,1,3,121594.79,122785.78,0,0,0
1,1,3,85464.59,124649.40,0,0,0
10,4,8,279899.94,258359.86,0,0,0
14,2,4,95204.33,75606.86,0,0,0
5,2,4,79196.69,95929.99,0,0,0
10,1,3,48069.44,148162.25,0,1,0
8,3,5,117153.38,223147.10,0,0,0
0,1,3,22798.73,152396.67,0,1,0
0,2,5,50078.17,196935.01,0,1,0
2,4,5,47435.47,86840.51,0,1,1
16,1,5,78359.30,92725.79,1,1,0
3,1,3,55855.97,102100.84,0,0,0
10,2,4,49075.27,73455.49,0,1,0
4,1,3,39517.93,130467.40,0,1,0
12,1,4,79824.67,145386.71,0,0,0
17,1,3,71106.37,74502.61,0,0,0
14,1,2,17042.75,33140.62,0,1,0
2,5,6,61893.17,187491.31,0,1,0
0,2,3,47990.67,144879.96,0,1,0
11,2,5,63956.78,143619.05,0,1,0
7,5,6,76008.11,163132.47,0,1,0
0,2,5,81637.31,230983.63,0,1,0
0,1,4,99455.49,94590.74,0,0,0
12,1,3,29526.33,61444.90,0,1,0
1,2,4,37138.02,191069.27,0,1,0
10,1,3,90489.08,89955.75,0,0,0
2,3,7,123882.40,154499.36,0,0,1
9,3,5,74475.32,134544.09,0,1,0
1,1,3,71295.94,78860.87,0,0,0
16,3,4,66808.29,132294.64,0,0,0
10,2,7,210603.58,113034.94,0,0,0
4,2,4,34839.98,117277.34,0,1,0
3,1,3,45318.96,81903.73,0,1,0
16,3,9,111827.82,282851.77,1,1,0
2,1,2,60973.84,111757.58,0,0,0
4,4,6,157918.63,232872.58,0,0,0
6,1,5,69661.98,174837.75,0,1,0
16,3,5,71536.40,229780.61,1,1,0
8,2,3,41620.92,167494.60,0,1,0
6,1,4,68269.90,116028.39,0,0,0
2,2,4,35520.38,75526.53,0,1,0
4,1,2,60913.48,46471.95,0,0,0
1,1,3,82907.75,75837.31,0,0,0
15,3,5,81413.00,121635.69,0,1,0
6,2,4,94259.38,142974.48,0,0,0
7,1,3,58268.18,110027.37,0,0,0
1,1,3,43413.71,103710.20,0,1,0
1,1,3,24111.52,66673.33,0,1,0
14,1,3,132278.06,188610.99,0,0,0
5,1,3,54243.22,96897.46,0,0,0
3,1,3,58485.83,81983.61,0,0,0
13,2,4,49481.47,97435.31,0,1,0
6,2,4,55684.10,106693.73,0,1,0
13,1,3,66238.90,133353.14,0,0,0
6,1,3,56799.71,100459.00,0,0,0
13,1,3,55705.40,58366.76,0,0,0
9,2,4,149459.41,240522.19,0,0,0
2,7,8,121659.79,243695.48,0,1,1
12,1,4,61265.59,130272.64,0,1,0
9,6,10,200047.63,241736.75,0,0,0
4,3,6,93797.78,205783.11,0,1,0
10,1,4,54895.53,146745.02,0,1,0
3,1,3,55244.83,67291.86,0,0,0
15,1,2,45330.44,17540.51,0,0,0
3,2,4,64651.85,261157.24,0,1,0
8,4,5,86473.71,258067.89,0,0,0
5,1,3,25296.77,199286.76,0,1,0
4,3,6,93128.41,173259.31,0,1,0
12,3,5,37913.74,107943.26,0,1,0
10,1,2,28717.12,35450.18,0,1,0
6,2,4,72322.42,149359.84,0,0,0
13,3,5,69921.77,92941.10,0,1,0
14,2,3,44429.73,118432.59,0,1,0
0,2,5,57235.59,175598.36,0,1,0
6,3,6,161422.28,194890.52,0,0,0
10,1,2,55357.22,53152.31,0,0,0
1,1,2,28095.21,69731.42,0,1,0
14,2,6,128656.94,79242.96,0,0,0
12,3,7,54935.79,268516.60,0,1,0
3,4,7,254319.91,121114.96,0,0,0
0,1,4,62127.42,146797.58,0,1,0
3,1,4,53988.24,113935.34,0,1,0
1,2,6,96880.41,146348.19,0,1,0
9,2,6,113620.26,400047.60,0,0,0
6,3,5,68418.80,117693.88,0,1,0
0,3,5,59063.60,55303.41,0,1,1
6,2,3,35278.23,106954.17,0,1,0
14,2,4,50610.79,114162.23,0,1,0
13,1,2,16530.02,43831.23,0,1,0
1,1,2,43819.54,32140.77,0,0,0
9,1,6,99373.28,114841.48,0,1,0
11,1,8,106326.66,227516.50,0,1,0
3,1,2,38596.67,60630.44,0,0,0
3,2,4,159863.40,216273.71,0,0,0
14,1,3,46836.13,76744.47,0,1,0
3,1,4,34569.94,246346.40,0,1,0
1,1,2,55134.30,55033.10,0,0,0
6,1,3,61478.67,151936.66,0,0,0
17,1,2,63789.51,47449.27,1,0,0
15,1,2,21516.44,87806.46,0,1,0
1,1,3,70174.23,98118.84,0,0,0
9,3,5,74625.85,147518.16,0,1,0
4,1,5,150744.01,210363.99,0,0,0
2,1,2,15601.70,69461.22,0,1,0
0,4,6,78543.33,210783.86,0,1,0
9,1,2,37689.15,33637.80,0,0,0
15,3,4,41229.61,111132.43,0,1,0
9,2,5,167444.54,91018.38,0,0,0
12,1,4,86799.18,189406.62,0,0,0
4,1,5,34591.24,175265.86,0,1,0
3,4,6,238940.72,279602.20,0,0,0
16,1,3,95893.68,156044.35,1,0,0
7,1,2,15919.39,59122.79,0,1,0
7,4,5,85376.78,178874.73,0,0,0
10,1,4,48072.35,103921.37,0,1,0
3,1,7,169133.88,221951.85,0,0,0
12,1,6,170799.67,195761.51,0,0,0
10,1,4,65708.42,188521.87,0,1,0
15,2,3,27573.03,148238.45,0,1,0
6,1,3,53011.06,117581.01,0,0,0
3,1,2,18241.32,45655.12,0,1,0
13,1,2,61080.47,37390.79,0,0,0
15,2,5,105668.81,134947.87,0,0,0
0,2,3,74093.98,133561.40,0,0,0
12,3,7,76007.83,266165.37,0,1,0
12,1,4,42414.27,188138.32,0,1,0
13,1,2,78877.85,40203.53,0,0,0
16,2,3,61411.16,77458.71,0,0,0
9,2,4,83235.15,107055.78,0,0,0
11,1,3,61776.22,113324.85,0,0,0
5,1,3,84686.26,176024.50,0,0,0
8,1,3,29977.85,76156.00,0,1,0
7,3,6,102970.14,118488.96,0,0,0
16,2,4,58637.25,133858.86,0,0,0
9,2,4,36496.37,266397.66,0,1,0
8,1,2,53257.62,37227.59,0,0,0
1,1,2,56550.57,80278.71,0,0,0
8,2,3,35305.07,76463.06,0,1,0
16,1,3,31679.43,73894.73,0,0,0
1,1,2,44352.69,51899.85,0,0,0
14,2,5,86653.71,168998.16,0,0,0
7,3,10,246324.18,316016.37,0,0,0
17,1,5,165250.94,192110.10,1,0,0
7,2,8,123123.34,193324.54,0,1,0
13,4,5,59255.28,154705.96,0,1,0
2,1,3,50854.99,77926.35,0,1,0
15,1,3,30527.19,68159.80,0,1,0
8,2,5,63887.03,167827.61,0,1,0
16,1,2,84732.83,70748.26,0,0,0
5,1,3,47379.19,118652.06,0,1,0
8,2,3,35940.37,82336.55,0,1,0
14,1,3,78080.07,160864.38,0,0,0
16,1,3,60650.08,44536.18,1,0,0
7,1,3,43866.79,52226.81,0,1,0
8,1,6,104356.65,151812.79,0,0,0
4,1,3,59980.20,98254.61,0,0,0
4,1,4,117871.28,168988.61,0,0,0
16,1,5,127491.87,106832.93,1,0,0
3,1,3,34605.90,70080.18,0,1,0
13,2,4,35020.20,112041.44,0,1,0
12,1,3,36021.28,132230.64,0,1,0
10,1,2,24231.33,54733.80,0,1,0
13,1,3,45996.31,151697.99,0,1,0
16,3,5,38557.14,181681.25,1,1,0
8,1,5,116462.82,184067.29,0,0,0
8,2,4,60781.51,144828.91,0,1,0
15,3,5,68544.40,124156.30,0,1,0
6,1,5,73451.93,145141.56,0,1,0
3,2,4,40561.22,101463.68,0,1,0
0,1,2,30185.26,46995.06,0,1,0
15,1,4,55276.64,75328.67,0,1,0
17,1,3,43257.01,91884.02,0,0,0
5,4,5,98235.04,163745.09,0,0,0
14,1,4,33422.10,104756.79,0,1,0
9,1,5,88379.91,209906.11,0,0,0
13,3,4,43769.91,219530.94,0,1,0
17,1,4,50134.60,123781.76,0,0,0
0,1,3,64909.30,67915.39,0,0,0
11,2,5,138758.37,77654.33,0,0,0
11,4,5,159528.25,135255.15,0,0,0
2,1,5,40668.74,113273.76,0,1,0
0,1,3,31704.59,113209.38,0,1,0
1,1,4,41379.74,99803.04,0,1,0
8,1,3,76366.24,84295.32,0,0,0
8,1,3,62469.68,161773.54,0,0,0
6,4,5,71625.17,146664.00,0,1,0
8,1,6,89969.22,126932.34,0,1,0
1,1,2,20177.58,61191.74,0,1,0
9,1,3,95086.17,140389.20,0,0,0
8,2,4,67643.76,68149.18,0,1,0
8,1,5,95807.58,165280.91,0,0,0
6,1,3,64316.75,90990.53,0,0,0
9,1,4,116033.57,139084.36,0,0,0
15,1,2,26462.00,60483.53,0,1,0
1,2,4,45400.08,97753.55,0,1,0
13,2,5,53469.36,102362.19,0,1,0
8,1,4,110475.71,107935.59,0,0,0
3,3,5,86007.90,263361.63,0,0,0
13,1,4,63283.63,62209.63,0,1,0
13,1,3,69201.91,110555.64,0,0,0
0,1,5,140584.06,107753.52,0,0,0
3,1,7,65990.72,175896.21,0,1,0
0,1,2,20424.81,59710.20,0,1,0
13,1,5,84589.84,94829.30,0,1,0
11,3,5,63182.22,128232.61,0,1,0
16,2,5,67618.57,208800.19,1,1,0
12,1,2,39676.17,43148.31,0,0,0
5,1,5,49729.58,41470.48,0,1,0
4,1,2,37894.04,105100.31,0,0,0
6,2,5,65396.67,149487.42,0,1,0
8,1,3,40233.52,77952.74,0,1,0
3,1,2,33101.22,51475.37,0,1,0
9,1,3,52502.82,104596.86,0,0,0
9,1,4,80459.07,209278.99,0,0,0
11,4,6,65200.04,170797.50,0,1,0
14,1,2,31348.52,31715.20,0,1,0
0,2,4,92516.34,159738.98,0,0,0
13,1,4,122325.65,198361.85,0,0,0
5,1,3,51278.33,72796.20,0,0,0
6,1,4,64704.34,131230.28,0,1,0
12,1,5,72541.20,229640.84,0,1,0
9,3,5,150178.86,186455.54,0,0,0
8,1,3,31541.72,79387.81,0,1,0
1,3,5,93014.61,310354.59,0,0,0
7,1,4,50482.65,111741.85,0,1,0
3,1,3,67396.67,128839.75,0,0,0
13,1,5,76495.73,92992.28,0,1,0
4,1,3,49913.24,36274.83,0,1,0
6,1,4,66745.56,53332.42,0,1,0
4,1,2,33871.01,49398.48,0,1,0
10,1,3,47724.23,93256.43,0,1,0
3,1,3,152737.20,52038.27,0,0,0
16,2,4,104713.09,82812.62,1,0,0
16,1,4,56262.29,107256.80,1,1,0
8,1,3,40227.24,91711.49,0,1,0
4,4,6,136291.05,117395.13,0,0,0
12,5,7,84791.35,179653.93,0,1,0
11,3,4,70600.00,140669.01,0,0,0
16,1,5,185189.52,236572.65,1,0,0
17,1,2,46025.21,29438.80,0,0,0
1,1,3,50018.64,156791.71,0,1,0
15,1,5,156292.49,120237.82,0,0,0
4,5,8,86527.26,191545.09,0,1,0
0,1,4,122073.21,118761.20,0,0,0
14,2,9,147231.64,163896.68,0,1,0
1,1,2,32766.34,113129.19,0,1,0
13,1,5,111955.44,133633.09,0,0,0
12,5,6,35530.50,185217.42,0,1,0
11,2,4,70226.35,77850.47,0,0,0
1,1,3,71937.34,108494.42,0,0,0
16,1,2,24566.56,32867.27,1,1,0
13,3,7,209922.78,272678.00,0,0,0
10,1,3,34528.45,57433.84,0,1,0
3,4,6,97233.41,226242.48,0,1,0
0,1,3,38377.88,91189.08,0,1,0
2,1,3,72750.20,114983.62,0,0,0
6,4,5,86455.39,146941.88,0,0,0
0,1,3,34674.36,75295.31,0,1,0
1,1,3,65068.78,42877.15,0,0,0
9,3,5,121693.37,163290.88,0,0,0
14,1,2,21248.20,39361.41,0,1,0
6,1,3,54312.08,93007.00,0,0,0
4,1,2,34913.39,60218.84,0,0,0
15,5,6,163479.24,184974.51,0,0,0
8,3,4,87462.34,182055.67,0,0,0
4,4,5,85045.63,137979.90,0,0,0
1,1,3,152737.20,147506.59,0,0,0
9,2,4,57133.19,146066.99,0,1,0
15,2,6,104250.41,224948.54,0,0,0
9,4,6,118874.13,74083.10,0,0,0
17,5,9,81033.79,298325.19,0,0,0
5,1,3,62411.70,74674.82,0,0,0
13,1,2,25087.43,37308.48,0,1,0
15,3,5,35167.69,197085.51,0,1,0
1,1,2,33073.87,77957.53,0,1,0
16,2,5,160862.67,107296.16,1,0,0
1,3,5,76799.46,109321.20,0,1,1
4,1,2,17238.38,55273.15,0,1,0
8,1,3,81208.43,60541.04,0,0,0
17,2,5,93343.38,94517.91,1,0,0
12,6,7,87767.88,241531.36,0,1,0
5,1,4,136349.37,210016.76,0,0,0
11,1,4,67187.06,88069.90,0,1,0
14,1,6,105610.59,97201.36,0,0,0
6,1,2,43736.50,55953.68,0,0,0
13,1,3,91515.29,116200.16,0,0,0
3,3,4,66443.56,177895.91,0,1,0
11,1,5,48098.26,77466.69,0,1,0
6,4,6,149872.62,162235.92,0,0,0
8,1,4,49976.68,178062.46,0,1,0
1,2,5,153223.66,110186.66,0,0,0
11,1,4,61117.36,180195.94,0,1,0
2,6,10,142875.36,229918.30,0,1,1
13,2,4,37046.91,99840.79,0,1,0
11,1,4,71044.92,59075.16,0,0,0
9,1,4,48528.80,166401.94,0,1,0
12,1,3,40992.85,151835.65,0,1,0
13,2,4,68838.86,334095.31,0,0,0
11,2,6,76945.16,353978.59,0,1,0
5,2,3,53623.30,80527.79,0,0,0
12,1,3,60581.81,67360.96,0,0,0
10,1,2,38485.78,71887.19,0,0,0
13,1,3,88952.95,146621.68,0,0,0
5,2,4,129788.37,113876.79,0,0,0
13,2,5,120855.72,114672.31,0,0,0
10,1,2,34406.07,97073.44,0,0,0
16,2,3,44154.79,132860.92,1,1,0
3,1,4,67227.50,118218.54,0,1,0
7,3,5,88811.11,130452.70,0,0,0
3,1,5,80149.61,92840.93,0,1,0
15,2,4,80600.50,194646.13,0,0,0
16,2,3,27692.20,176951.81,0,0,0
7,2,5,110288.35,132605.59,0,0,0
15,1,2,25214.78,105084.50,0,1,0
14,8,10,136375.50,609986.34,0,1,0
7,1,3,61764.29,100753.10,0,0,0
2,2,4,73401.85,92821.94,0,0,0
5,2,5,86306.29,271027.28,0,0,0
10,1,3,32204.81,140555.36,0,1,0
3,2,5,107024.37,113426.56,0,0,0
8,1,2,42680.05,68422.87,0,0,0
17,1,2,34010.83,121720.97,1,0,0
17,4,5,89215.13,161418.47,1,0,0
1,1,3,65743.46,188476.67,0,0,0
6,2,5,94495.02,119964.69,0,0,0
13,2,9,102308.85,359877.59,0,1,0
8,1,4,66397.64,82842.93,0,1,0
6,2,4,37524.80,143940.16,0,1,0
1,1,2,22017.71,102752.79,0,1,0
16,2,4,64550.73,79309.95,1,1,0
8,1,3,37636.40,185543.75,0,1,0
10,5,9,141245.79,155510.79,0,1,0
0,1,3,82652.56,86403.20,0,0,0
5,2,5,93208.12,133112.49,0,0,0
14,3,5,70505.07,92815.59,0,1,0
12,1,3,48128.09,122063.09,0,1,0
13,1,4,44954.77,78863.11,0,1,0
13,1,3,47069.64,104347.66,0,1,0
9,3,5,87236.57,93729.08,0,0,0
12,1,6,91720.51,135426.01,0,1,0
6,3,5,162049.50,97679.28,0,0,0
12,3,7,86563.18,217973.55,0,1,0
6,2,5,103122.58,86701.25,0,0,0
11,1,3,31514.41,73664.74,0,1,0
12,1,2,27030.62,64203.67,0,1,0
11,1,4,96949.10,87960.84,0,0,0
7,3,5,91753.79,158065.57,0,0,0
12,3,6,139171.73,312684.79,0,0,0
17,1,2,35726.95,33447.05,1,0,0
16,2,5,88975.68,77036.57,0,0,0
0,2,4,48958.08,184145.34,0,1,0
12,1,6,82793.43,122197.93,0,1,0
2,1,4,71087.56,109472.47,0,0,0
13,1,3,36164.60,78210.75,0,1,0
8,1,2,23497.24,46433.30,0,1,0
12,1,3,45310.34,75678.45,0,1,0
17,2,3,69950.90,232512.53,0,0,0
2,2,5,109553.99,124311.37,0,0,0
7,2,3,64685.08,143023.37,0,0,0
11,3,5,134900.71,110187.56,0,0,0
8,3,6,89853.48,157957.95,0,1,0
10,1,4,121861.64,86088.61,0,0,0
2,1,3,28025.62,100863.98,0,1,0
17,1,4,137753.30,199615.81,0,0,0
13,2,5,155264.63,140029.12,0,0,0
10,2,5,104146.33,117689.37,0,0,0
1,3,6,102348.34,164749.92,0,0,1
15,1,2,51525.69,85672.33,0,0,0
16,1,5,63431.80,134600.69,0,0,0
